19;0.565;0.35;0.455
26;0.6;0.375;0.495
6;0.295;0.04;0.215
6;0.275;0.035;0.205
4;0.28;0.03;0.21
11;0.49;0.15;0.395
9;0.37;0.075;0.28
9;0.405;0.1;0.305
13;0.54;0.335;0.435
8;0.37;0.074;0.28
6;0.36;0.0715;0.27
10;0.47;0.15;0.36
4;0.2;0.011;0.145
3;0.165;0.005;0.12
13;0.645;0.535;0.515
14;0.55;0.195;0.41
10;0.57;0.275;0.435
21;0.63;0.39;0.485
14;0.56;0.265;0.44
19;0.595;0.345;0.455
23;0.62;0.435;0.47
23;0.63;0.46;0.485
8;0.45;0.14;0.355
14;0.635;0.39;0.535
10;0.45;0.12;0.35
18;0.58;0.32;0.455
6;0.33;0.06;0.255
5;0.265;0.03;0.21
4;0.19;0.015;0.145
11;0.385;0.1;0.31
5;0.265;0.035;0.205
7;0.335;0.075;0.265
7;0.355;0.08;0.275
7;0.32;0.065;0.255
12;0.51;0.205;0.4
8;0.36;0.095;0.295
8;0.36;0.09;0.28
12;0.5;0.2;0.38
8;0.4;0.095;0.325
5;0.3;0.035;0.22
5;0.235;0.02;0.175
16;0.74;0.71;0.6
11;0.62;0.355;0.465
14;0.6;0.325;0.475
16;0.59;0.425;0.45
13;0.62;0.33;0.475
15;0.565;0.285;0.45
14;0.575;0.3;0.455
14;0.62;0.48;0.51
12;0.62;0.32;0.465
12;0.505;0.17;0.375
8;0.46;0.24;0.425
13;0.49;0.18;0.39
9;0.525;0.275;0.42
6;0.34;0.055;0.26
8;0.375;0.09;0.305
14;0.61;0.28;0.48
8;0.61;0.245;0.495
22;0.585;0.27;0.45
12;0.57;0.245;0.46
9;0.58;0.22;0.455
16;0.635;0.34;0.515
20;0.7;0.58;0.58
13;0.675;0.395;0.525
18;0.645;0.395;0.525
17;0.745;0.7;0.585
16;0.685;0.485;0.545
18;0.605;0.35;0.49
12;0.59;0.34;0.465
20;0.65;0.445;0.525
16;0.6;0.295;0.48
12;0.62;0.35;0.5
19;0.63;0.355;0.515
11;0.58;0.265;0.465
10;0.58;0.265;0.455
12;0.63;0.315;0.49
17;0.69;0.47;0.56
16;0.65;0.415;0.545
16;0.66;0.5;0.565
19;0.68;0.6;0.58
14;0.7;0.42;0.575
13;0.685;0.4;0.52
20;0.675;0.605;0.545
11;0.63;0.285;0.49
10;0.585;0.25;0.45
15;0.565;0.37;0.465
12;0.61;0.33;0.495
15;0.605;0.385;0.47
10;0.535;0.25;0.42
10;0.485;0.2;0.4
12;0.47;0.195;0.375
10;0.545;0.235;0.425
9;0.455;0.135;0.37
12;0.54;0.215;0.42
10;0.46;0.145;0.38
14;0.49;0.22;0.42
9;0.465;0.14;0.375
10;0.415;0.105;0.325
10;0.475;0.18;0.375
10;0.47;0.18;0.375
9;0.365;0.08;0.295
6;0.345;0.07;0.275
11;0.39;0.115;0.31
10;0.5;0.24;0.395
8;0.47;0.185;0.38
12;0.535;0.26;0.44
11;0.585;0.31;0.455
9;0.485;0.175;0.365
9;0.515;0.235;0.455
7;0.435;0.155;0.325
10;0.515;0.2;0.415
7;0.44;0.11;0.345
12;0.525;0.24;0.44
8;0.45;0.15;0.355
16;0.59;0.29;0.485
11;0.555;0.285;0.45
8;0.57;0.235;0.44
15;0.59;0.34;0.5
14;0.585;0.28;0.475
11;0.58;0.28;0.46
12;0.545;0.24;0.44
14;0.605;0.39;0.495
15;0.62;0.36;0.47
20;0.63;0.4;0.5
20;0.63;0.45;0.515
16;0.63;0.36;0.5
13;0.545;0.235;0.41
14;0.67;0.505;0.54
11;0.49;0.155;0.38
13;0.49;0.2;0.39
8;0.29;0.035;0.225
6;0.26;0.03;0.2
13;0.58;0.32;0.45
18;0.61;0.33;0.485
19;0.6;0.33;0.5
21;0.56;0.375;0.455
18;0.575;0.385;0.45
18;0.57;0.295;0.45
20;0.6;0.325;0.47
18;0.565;0.32;0.455
22;0.545;0.255;0.42
13;0.44;0.12;0.345
11;0.5;0.22;0.41
7;0.36;0.09;0.275
14;0.385;0.09;0.305
9;0.39;0.085;0.3
13;0.5;0.25;0.415
10;0.36;0.085;0.275
8;0.335;0.07;0.26
19;0.505;0.285;0.425
10;0.395;0.085;0.295
10;0.41;0.12;0.325
9;0.56;0.275;0.455
13;0.565;0.39;0.435
16;0.565;0.375;0.455
12;0.605;0.375;0.5
18;0.565;0.26;0.455
16;0.725;0.58;0.565
16;0.675;0.42;0.535
17;0.665;0.36;0.555
11;0.565;0.255;0.49
14;0.645;0.33;0.55
11;0.575;0.24;0.47
15;0.64;0.39;0.54
9;0.36;0.08;0.28
10;0.415;0.0995;0.31
11;0.525;0.235;0.41
11;0.38;0.075;0.285
12;0.585;0.265;0.465
6;0.24;0.025;0.185
5;0.22;0.02;0.165
6;0.255;0.025;0.195
5;0.175;0.008;0.125
12;0.67;0.4;0.55
13;0.655;0.41;0.53
17;0.68;0.625;0.55
21;0.675;0.465;0.555
9;0.53;0.2185;0.44
10;0.515;0.177;0.405
9;0.43;0.1045;0.34
11;0.52;0.181;0.405
10;0.545;0.2765;0.415
17;0.53;0.2645;0.415
9;0.465;0.1345;0.35
17;0.665;0.415;0.54
21;0.735;0.58;0.59
16;0.66;0.455;0.545
29;0.7;0.475;0.585
17;0.575;0.3;0.4
15;0.57;0.24;0.465
19;0.58;0.26;0.46
12;0.63;0.305;0.48
13;0.585;0.315;0.465
11;0.55;0.29;0.45
15;0.625;0.36;0.515
11;0.54;0.235;0.42
14;0.57;0.285;0.455
14;0.59;0.285;0.455
13;0.58;0.29;0.46
11;0.655;0.41;0.51
15;0.655;0.415;0.53
17;0.625;0.37;0.5
15;0.625;0.305;0.5
12;0.64;0.48;0.52
19;0.605;0.3;0.485
11;0.615;0.345;0.525
10;0.555;0.305;0.45
12;0.58;0.245;0.44
23;0.62;0.395;0.52
15;0.62;0.36;0.47
13;0.6;0.36;0.505
17;0.625;0.42;0.485
15;0.6;0.315;0.47
12;0.56;0.305;0.46
15;0.585;0.365;0.455
11;0.56;0.25;0.435
16;0.56;0.275;0.445
10;0.68;0.34;0.53
10;0.455;0.135;0.35
10;0.49;0.21;0.38
6;0.31;0.045;0.22
5;0.275;0.025;0.195
6;0.27;0.03;0.195
9;0.4;0.075;0.29
5;0.28;0.03;0.2
4;0.325;0.045;0.23
6;0.345;0.055;0.25
3;0.21;0.01;0.15
5;0.36;0.055;0.27
9;0.365;0.07;0.26
5;0.2;0.01;0.14
4;0.235;0.015;0.16
4;0.175;0.005;0.125
3;0.155;0.005;0.11
14;0.57;0.235;0.445
12;0.57;0.26;0.45
9;0.385;0.085;0.3
20;0.53;0.205;0.42
13;0.46;0.13;0.355
12;0.47;0.155;0.37
9;0.435;0.11;0.335
10;0.47;0.145;0.37
11;0.465;0.155;0.38
11;0.52;0.179;0.405
7;0.29;0.04;0.23
5;0.275;0.0325;0.205
10;0.375;0.0885;0.29
15;0.5;0.179;0.375
11;0.44;0.131;0.355
15;0.42;0.1135;0.325
8;0.445;0.117;0.35
10;0.38;0.085;0.29
11;0.32;0.049;0.245
8;0.255;0.027;0.195
7;0.205;0.0155;0.155
12;0.565;0.23;0.45
11;0.555;0.255;0.425
17;0.65;0.33;0.515
13;0.615;0.345;0.49
12;0.56;0.25;0.44
13;0.48;0.155;0.37
9;0.485;0.12;0.39
10;0.5;0.16;0.385
14;0.525;0.255;0.405
12;0.66;0.37;0.5
13;0.66;0.44;0.53
13;0.52;0.22;0.4
8;0.44;0.1175;0.34
13;0.515;0.17;0.4
11;0.475;0.155;0.35
11;0.545;0.2185;0.415
14;0.47;0.185;0.355
10;0.35;0.06;0.255
12;0.485;0.168;0.355
12;0.435;0.096;0.33
7;0.28;0.0345;0.21
11;0.41;0.0985;0.32
16;0.45;0.1275;0.35
14;0.45;0.1175;0.345
20;0.59;0.415;0.455
17;0.57;0.305;0.44
10;0.61;0.345;0.475
11;0.61;0.35;0.475
10;0.56;0.26;0.425
10;0.585;0.27;0.435
11;0.58;0.255;0.445
17;0.63;0.515;0.48
11;0.625;0.365;0.49
14;0.55;0.245;0.425
19;0.645;0.435;0.525
13;0.46;0.115;0.355
11;0.41;0.11;0.305
11;0.495;0.2;0.39
10;0.52;0.195;0.425
13;0.55;0.25;0.41
14;0.45;0.15;0.335
13;0.405;0.095;0.31
13;0.51;0.235;0.4
9;0.37;0.075;0.29
18;0.525;0.205;0.41
19;0.66;0.42;0.52
12;0.535;0.24;0.42
13;0.575;0.3;0.455
9;0.55;0.225;0.43
13;0.605;0.32;0.47
12;0.605;0.36;0.495
16;0.56;0.335;0.445
17;0.535;0.25;0.42
10;0.385;0.0835;0.315
13;0.39;0.0865;0.3
11;0.47;0.166;0.345
12;0.515;0.2235;0.39
13;0.425;0.154;0.345
9;0.345;0.059;0.27
10;0.485;0.136;0.37
10;0.37;0.081;0.285
12;0.35;0.068;0.265
12;0.44;0.1515;0.345
4;0.195;0.012;0.145
9;0.325;0.06;0.24
18;0.495;0.169;0.37
15;0.45;0.1655;0.35
13;0.415;0.148;0.345
12;0.47;0.152;0.355
7;0.32;0.049;0.24
9;0.31;0.044;0.225
7;0.235;0.0195;0.17
10;0.345;0.054;0.255
18;0.485;0.195;0.38
12;0.5;0.195;0.385
17;0.5;0.17;0.385
15;0.465;0.14;0.36
12;0.525;0.225;0.405
10;0.425;0.125;0.335
8;0.38;0.09;0.305
21;0.53;0.265;0.415
10;0.34;0.065;0.265
9;0.475;0.1335;0.365
7;0.43;0.1405;0.34
10;0.46;0.158;0.365
9;0.47;0.165;0.36
9;0.36;0.075;0.295
8;0.355;0.063;0.265
7;0.38;0.08;0.235
6;0.355;0.055;0.26
14;0.44;0.16;0.345
13;0.51;0.195;0.4
7;0.325;0.05;0.24
13;0.62;0.39;0.485
19;0.59;0.315;0.45
7;0.33;0.06;0.255
9;0.45;0.105;0.34
11;0.445;0.105;0.33
6;0.33;0.035;0.215
9;0.48;0.17;0.375
11;0.46;0.155;0.35
9;0.475;0.14;0.36
5;0.255;0.025;0.18
6;0.335;0.06;0.245
11;0.47;0.145;0.35
7;0.31;0.05;0.225
10;0.37;0.075;0.28
7;0.295;0.04;0.215
17;0.555;0.295;0.435
16;0.615;0.42;0.515
18;0.58;0.41;0.49
11;0.585;0.33;0.475
18;0.65;0.53;0.525
11;0.535;0.295;0.45
10;0.415;0.12;0.34
12;0.38;0.09;0.305
19;0.45;0.16;0.355
10;0.395;0.08;0.295
11;0.455;0.16;0.35
15;0.485;0.18;0.38
13;0.55;0.335;0.425
13;0.45;0.175;0.35
14;0.475;0.215;0.385
17;0.5;0.205;0.38
19;0.53;0.24;0.41
21;0.49;0.17;0.39
23;0.49;0.24;0.385
22;0.52;0.245;0.395
12;0.54;0.245;0.415
11;0.5;0.19;0.375
23;0.45;0.265;0.38
8;0.37;0.08;0.275
7;0.37;0.07;0.275
10;0.485;0.175;0.37
7;0.435;0.12;0.325
16;0.535;0.29;0.405
10;0.51;0.185;0.4
15;0.565;0.255;0.44
13;0.535;0.21;0.4
16;0.535;0.345;0.405
11;0.525;0.195;0.4
11;0.59;0.295;0.44
10;0.5;0.19;0.375
5;0.255;0.025;0.19
11;0.43;0.11;0.325
9;0.38;0.085;0.29
4;0.165;0.005;0.11
7;0.315;0.04;0.23
4;0.155;0.005;0.105
5;0.28;0.03;0.205
13;0.43;0.14;0.335
16;0.395;0.1195;0.315
12;0.385;0.0875;0.285
14;0.48;0.173;0.385
9;0.445;0.123;0.33
12;0.395;0.1105;0.295
9;0.4;0.1175;0.3
10;0.415;0.144;0.325
11;0.315;0.0795;0.25
10;0.345;0.0765;0.26
10;0.36;0.1005;0.295
7;0.295;0.032;0.225
7;0.325;0.063;0.25
11;0.375;0.083;0.3
7;0.28;0.0335;0.205
8;0.355;0.0695;0.265
9;0.35;0.063;0.255
7;0.275;0.03;0.2
8;0.29;0.035;0.205
6;0.25;0.0245;0.19
4;0.18;0.0085;0.125
2;0.15;0.005;0.1
3;0.16;0.005;0.11
13;0.555;0.293;0.455
15;0.555;0.4405;0.44
15;0.525;0.295;0.41
11;0.465;0.155;0.36
17;0.49;0.195;0.36
10;0.4;0.1;0.305
12;0.48;0.155;0.375
13;0.505;0.255;0.4
15;0.52;0.165;0.4
11;0.525;0.275;0.4
13;0.545;0.23;0.42
15;0.52;0.265;0.4
13;0.505;0.22;0.38
18;0.525;0.29;0.425
10;0.51;0.175;0.39
12;0.52;0.205;0.385
12;0.52;0.21;0.405
14;0.535;0.32;0.41
10;0.445;0.125;0.345
14;0.53;0.245;0.44
8;0.36;0.06;0.265
14;0.535;0.215;0.42
17;0.52;0.26;0.405
20;0.53;0.265;0.415
17;0.53;0.265;0.42
17;0.66;0.45;0.52
9;0.52;0.16;0.385
14;0.535;0.28;0.42
15;0.695;0.39;0.515
13;0.51;0.195;0.39
10;0.485;0.14;0.355
13;0.605;0.315;0.46
13;0.58;0.275;0.455
20;0.65;0.525;0.515
13;0.62;0.35;0.505
20;0.615;0.37;0.525
15;0.605;0.41;0.495
13;0.57;0.27;0.44
15;0.57;0.31;0.43
15;0.585;0.325;0.405
16;0.55;0.335;0.44
17;0.54;0.3;0.44
14;0.64;0.47;0.51
14;0.61;0.32;0.47
11;0.545;0.3;0.45
13;0.59;0.32;0.445
9;0.345;0.07;0.27
11;0.55;0.233;0.43
17;0.53;0.278;0.425
11;0.53;0.2965;0.455
8;0.485;0.17;0.375
8;0.385;0.085;0.275
9;0.455;0.12;0.34
10;0.49;0.185;0.38
11;0.53;0.31;0.41
15;0.505;0.2;0.385
13;0.49;0.195;0.38
15;0.465;0.19;0.35
15;0.47;0.195;0.36
13;0.56;0.3;0.41
12;0.505;0.215;0.385
10;0.515;0.255;0.435
6;0.385;0.085;0.28
5;0.215;0.015;0.155
15;0.55;0.2905;0.415
9;0.515;0.1845;0.39
12;0.495;0.262;0.385
9;0.505;0.1635;0.39
12;0.6;0.262;0.465
10;0.57;0.263;0.465
10;0.485;0.1685;0.375
9;0.47;0.1625;0.37
12;0.575;0.256;0.45
12;0.58;0.3635;0.465
15;0.515;0.234;0.405
11;0.53;0.214;0.41
9;0.44;0.122;0.335
11;0.52;0.2885;0.42
11;0.425;0.117;0.345
10;0.46;0.185;0.34
10;0.45;0.115;0.335
9;0.425;0.155;0.33
7;0.37;0.065;0.275
10;0.515;0.155;0.38
7;0.405;0.095;0.305
6;0.28;0.03;0.205
15;0.48;0.24;0.4
10;0.44;0.13;0.34
12;0.52;0.235;0.41
12;0.505;0.285;0.405
21;0.49;0.205;0.365
6;0.235;0.018;0.175
5;0.255;0.023;0.185
7;0.315;0.0535;0.24
7;0.325;0.049;0.25
6;0.335;0.0575;0.25
6;0.35;0.062;0.27
6;0.35;0.054;0.25
7;0.36;0.0745;0.3
7;0.365;0.0735;0.275
6;0.37;0.0615;0.275
7;0.38;0.0605;0.275
6;0.385;0.086;0.29
7;0.385;0.09;0.3
7;0.395;0.082;0.29
6;0.395;0.077;0.29
6;0.4;0.094;0.31
6;0.41;0.106;0.325
7;0.415;0.109;0.32
6;0.415;0.091;0.305
6;0.425;0.0945;0.325
9;0.44;0.1465;0.365
7;0.445;0.1105;0.335
7;0.445;0.089;0.325
8;0.45;0.1405;0.35
8;0.47;0.169;0.375
9;0.475;0.172;0.365
8;0.48;0.175;0.365
9;0.485;0.1525;0.355
8;0.49;0.1775;0.385
9;0.495;0.214;0.41
9;0.5;0.166;0.4
8;0.505;0.239;0.44
8;0.525;0.225;0.395
9;0.54;0.202;0.405
11;0.54;0.21;0.42
10;0.545;0.2375;0.44
8;0.55;0.283;0.43
10;0.55;0.2875;0.45
10;0.55;0.2765;0.45
9;0.555;0.2385;0.435
10;0.565;0.265;0.45
9;0.57;0.2745;0.455
10;0.57;0.194;0.435
9;0.575;0.2705;0.465
9;0.59;0.3095;0.475
12;0.59;0.33;0.46
10;0.595;0.33;0.48
8;0.595;0.32;0.48
6;0.595;0.271;0.475
12;0.595;0.305;0.465
11;0.6;0.36;0.475
10;0.6;0.3205;0.475
11;0.6;0.3445;0.495
10;0.605;0.3985;0.475
9;0.605;0.325;0.455
12;0.615;0.292;0.5
10;0.615;0.345;0.52
9;0.615;0.32;0.51
12;0.615;0.41;0.505
11;0.62;0.3685;0.505
9;0.62;0.315;0.5
11;0.625;0.411;0.49
11;0.625;0.381;0.49
14;0.63;0.406;0.505
9;0.635;0.39;0.51
10;0.635;0.31;0.5
9;0.635;0.2715;0.485
8;0.64;0.321;0.51
11;0.65;0.399;0.525
9;0.655;0.405;0.52
17;0.655;0.601;0.58
15;0.66;0.453;0.53
10;0.66;0.4;0.52
10;0.67;0.413;0.585
12;0.675;0.455;0.525
9;0.675;0.42;0.525
11;0.68;0.415;0.56
11;0.685;0.475;0.54
11;0.695;0.455;0.56
17;0.73;0.897;0.595
6;0.205;0.0135;0.14
5;0.24;0.021;0.175
3;0.24;0.017;0.175
6;0.255;0.027;0.19
4;0.255;0.02;0.18
6;0.265;0.0245;0.195
4;0.28;0.0345;0.12
5;0.295;0.0385;0.23
4;0.3;0.043;0.235
6;0.3;0.037;0.23
5;0.305;0.037;0.22
6;0.315;0.0425;0.235
8;0.315;0.04;0.23
5;0.32;0.0425;0.24
6;0.325;0.05;0.24
6;0.33;0.0445;0.265
7;0.335;0.055;0.25
7;0.335;0.0445;0.25
5;0.34;0.045;0.25
7;0.34;0.055;0.25
7;0.345;0.065;0.265
6;0.37;0.067;0.29
7;0.37;0.0795;0.28
6;0.375;0.055;0.28
6;0.385;0.07;0.265
7;0.41;0.09;0.31
7;0.41;0.1;0.305
6;0.41;0.091;0.31
6;0.415;0.09;0.33
5;0.42;0.1;0.32
6;0.42;0.09;0.315
6;0.425;0.1;0.34
6;0.425;0.105;0.315
7;0.43;0.105;0.325
7;0.43;0.095;0.325
8;0.435;0.1125;0.325
6;0.435;0.1145;0.34
6;0.44;0.134;0.345
7;0.44;0.105;0.325
6;0.445;0.1195;0.335
7;0.445;0.1195;0.35
7;0.45;0.137;0.36
8;0.45;0.1335;0.355
7;0.45;0.1135;0.345
7;0.45;0.119;0.335
7;0.455;0.1465;0.355
6;0.455;0.1295;0.375
7;0.46;0.115;0.36
7;0.46;0.1265;0.345
7;0.465;0.113;0.365
7;0.465;0.143;0.37
7;0.465;0.12;0.345
6;0.465;0.1095;0.35
8;0.47;0.14;0.365
8;0.47;0.146;0.365
9;0.475;0.15;0.37
6;0.475;0.127;0.36
6;0.48;0.17;0.375
6;0.48;0.1575;0.385
8;0.48;0.115;0.36
7;0.48;0.14;0.365
7;0.485;0.129;0.37
8;0.49;0.1695;0.385
8;0.495;0.1495;0.395
7;0.495;0.144;0.4
6;0.5;0.1565;0.39
8;0.5;0.135;0.385
7;0.5;0.1535;0.385
7;0.5;0.1825;0.4
9;0.505;0.1785;0.39
8;0.505;0.156;0.39
9;0.505;0.155;0.41
8;0.505;0.185;0.355
8;0.51;0.19;0.39
7;0.51;0.175;0.375
7;0.51;0.18;0.405
8;0.51;0.1885;0.405
8;0.51;0.1955;0.41
8;0.515;0.23;0.43
7;0.515;0.155;0.39
8;0.525;0.175;0.415
11;0.525;0.17;0.4
8;0.53;0.205;0.425
8;0.53;0.202;0.425
7;0.53;0.186;0.405
8;0.535;0.205;0.4
8;0.535;0.2155;0.43
8;0.535;0.2195;0.435
9;0.55;0.218;0.445
9;0.55;0.275;0.43
9;0.56;0.274;0.455
8;0.565;0.18;0.4
10;0.57;0.295;0.45
10;0.57;0.343;0.45
8;0.57;0.27;0.455
8;0.57;0.24;0.445
7;0.57;0.214;0.46
9;0.575;0.29;0.475
9;0.575;0.249;0.46
7;0.58;0.29;0.46
8;0.58;0.276;0.46
10;0.58;0.2835;0.455
8;0.58;0.29;0.45
9;0.58;0.237;0.49
11;0.59;0.275;0.465
8;0.59;0.309;0.47
8;0.59;0.25;0.455
11;0.595;0.155;0.47
11;0.595;0.25;0.45
9;0.595;0.274;0.475
9;0.595;0.2515;0.46
9;0.595;0.27;0.455
9;0.605;0.295;0.49
9;0.605;0.275;0.475
11;0.605;0.2925;0.47
11;0.61;0.3085;0.47
10;0.61;0.3295;0.475
8;0.615;0.33;0.48
11;0.62;0.388;0.51
10;0.625;0.365;0.48
